ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
KS-141,Osborne County,Kansas,20.73,-3.15,37,23.88
KS-143,Ottawa County,Kansas,23.91,-3.95,39,27.86
KS-145,Pawnee County,Kansas,23.2,0.27,63,22.93
KS-147,Phillips County,Kansas,20.07,-3.09,37,23.16
KS-149,Pottawatomie County,Kansas,36.76,3.74,98,33.02
KS-151,Pratt County,Kansas,25.51,0.22,66,25.29
KS-153,Rawlins County,Kansas,16.48,-3.3,31,19.78
KS-155,Reno County,Kansas,23.4,-4.19,30,27.59
KS-157,Republic County,Kansas,24.91,-3,45,27.91
KS-159,Rice County,Kansas,24.68,-2.1,42,26.78
KS-161,Riley County,Kansas,35.43,3.65,95,31.78
KS-163,Rooks County,Kansas,17.87,-5.13,23,23
KS-165,Rush County,Kansas,21.67,-1.14,52,22.81
KS-167,Russell County,Kansas,21.5,-3.01,39,24.51
KS-169,Saline County,Kansas,23.2,-5.66,23,28.86
KS-171,Scott County,Kansas,21.45,2.72,100,18.73
KS-173,Sedgwick County,Kansas,31.1,0.43,67,30.67
KS-175,Seward County,Kansas,22.19,2.98,97,19.21
KS-177,Shawnee County,Kansas,33.05,-1.73,52,34.78
KS-179,Sheridan County,Kansas,17.15,-3.65,30,20.8
KS-181,Sherman County,Kansas,14.17,-4.01,24,18.18
KS-183,Smith County,Kansas,23.2,-0.73,61,23.93
KS-185,Stafford County,Kansas,22.05,-2.78,38,24.83
KS-187,Stanton County,Kansas,16.65,0.1,62,16.55
KS-189,Stevens County,Kansas,20.47,2.32,93,18.15
KS-191,Sumner County,Kansas,30.64,-0.5,64,31.14
KS-193,Thomas County,Kansas,14.55,-4.95,18,19.5
KS-195,Trego County,Kansas,18.47,-3.04,40,21.51
KS-197,Wabaunsee County,Kansas,36.6,2.34,82,34.26
KS-199,Wallace County,Kansas,15.32,-2.26,35,17.58
KS-201,Washington County,Kansas,28.4,-1.26,60,29.66
KS-203,Wichita County,Kansas,19.84,2.05,93,17.79
KS-205,Wilson County,Kansas,37.63,-0.15,67,37.78
KS-207,Woodson County,Kansas,37.4,-0.14,59,37.54
KS-209,Wyandotte County,Kansas,35.99,-0.22,67,36.21
KY-001,Adair County,Kentucky,43.66,-6.61,26,50.27
KY-003,Allen County,Kentucky,50.28,-0.01,60,50.29
KY-005,Anderson County,Kentucky,42.91,-2.84,40,45.75
KY-007,Ballard County,Kentucky,45.22,-1.13,52,46.35
KY-009,Barren County,Kentucky,50.71,0.17,61,50.54
KY-011,Bath County,Kentucky,40.76,-5.12,30,45.88
KY-013,Bell County,Kentucky,49.87,-1.89,48,51.76
KY-015,Boone County,Kentucky,39.94,-1.55,50,41.49
KY-017,Bourbon County,Kentucky,40.17,-4.68,29,44.85
KY-019,Boyd County,Kentucky,36.83,-5.24,24,42.07
KY-021,Boyle County,Kentucky,43.56,-4.38,35,47.94
KY-023,Bracken County,Kentucky,41.26,-2.84,40,44.1
KY-025,Breathitt County,Kentucky,41.05,-5.38,29,46.43
KY-027,Breckinridge County,Kentucky,45.36,-1.44,45,46.8
KY-029,Bullitt County,Kentucky,41.03,-4.45,29,45.48
KY-031,Butler County,Kentucky,48.5,0.42,59,48.08
KY-033,Caldwell County,Kentucky,41.39,-6.02,25,47.41
KY-035,Calloway County,Kentucky,41.9,-7.13,20,49.03
KY-037,Campbell County,Kentucky,41.46,-0.35,56,41.81
KY-039,Carlisle County,Kentucky,43.71,-3.49,38,47.2
KY-041,Carroll County,Kentucky,40.1,-2.63,35,42.73
KY-043,Carter County,Kentucky,37.36,-4.89,25,42.25
KY-045,Casey County,Kentucky,45.77,-4.05,36,49.82
KY-047,Christian County,Kentucky,39.08,-9.2,16,48.28
KY-049,Clark County,Kentucky,41.88,-3.99,32,45.87
KY-051,Clay County,Kentucky,47.78,-1.15,53,48.93
KY-053,Clinton County,Kentucky,48.31,-3.95,46,52.26
KY-055,Crittenden County,Kentucky,40.76,-5.54,27,46.3
KY-057,Cumberland County,Kentucky,45.52,-5.73,33,51.25
KY-059,Daviess County,Kentucky,40.8,-4.08,30,44.88
KY-061,Edmonson County,Kentucky,51.73,1.82,72,49.91
KY-063,Elliott County,Kentucky,37.01,-6.31,16,43.32
KY-065,Estill County,Kentucky,42.86,-3.27,36,46.13
KY-067,Fayette County,Kentucky,41.92,-3.1,41,45.02
KY-069,Fleming County,Kentucky,39.9,-4.95,28,44.85
KY-071,Floyd County,Kentucky,39.18,-4.57,27,43.75
KY-073,Franklin County,Kentucky,41.76,-2.9,39,44.66
KY-075,Fulton County,Kentucky,46.16,-2.82,47,48.98
KY-077,Gallatin County,Kentucky,40.82,-1.54,43,42.36
KY-079,Garrard County,Kentucky,42.81,-3.99,40,46.8
KY-081,Grant County,Kentucky,40.85,-1.95,50,42.8
KY-083,Graves County,Kentucky,41.3,-7.77,22,49.07
KY-085,Grayson County,Kentucky,48.67,-0.39,57,49.06
KY-087,Green County,Kentucky,40.06,-9.02,15,49.08
KY-089,Greenup County,Kentucky,37.8,-3.92,33,41.72
KY-091,Hancock County,Kentucky,43.67,-2.12,41,45.79
KY-093,Hardin County,Kentucky,43.76,-3.26,37,47.02
KY-095,Harlan County,Kentucky,48.71,-3.43,39,52.14
KY-097,Harrison County,Kentucky,38.87,-4.68,29,43.55
KY-099,Hart County,Kentucky,46.26,-3.12,43,49.38
KY-101,Henderson County,Kentucky,37.13,-7.32,19,44.45
KY-103,Henry County,Kentucky,41.27,-2.8,37,44.07
KY-105,Hickman County,Kentucky,44.43,-3.88,41,48.31
KY-107,Hopkins County,Kentucky,42.59,-3.38,35,45.97
KY-109,Jackson County,Kentucky,46.17,-2.18,45,48.35
KY-111,Jefferson County,Kentucky,40.67,-3.48,34,44.15
KY-113,Jessamine County,Kentucky,42.63,-2.88,41,45.51
KY-115,Johnson County,Kentucky,38.07,-5.77,22,43.84
KY-117,Kenton County,Kentucky,40.95,-0.84,52,41.79
KY-119,Knott County,Kentucky,41.08,-4.96,27,46.04
KY-121,Knox County,Kentucky,50.3,-0.03,56,50.33
KY-123,Larue County,Kentucky,42.18,-5.95,28,48.13
KY-125,Laurel County,Kentucky,49.55,0.12,59,49.43
KY-127,Lawrence County,Kentucky,37.57,-5.75,20,43.32
KY-129,Lee County,Kentucky,42.74,-3.91,40,46.65
KY-131,Leslie County,Kentucky,45.38,-3.59,41,48.97
KY-133,Letcher County,Kentucky,42.49,-4.23,32,46.72
KY-135,Lewis County,Kentucky,39.53,-3.95,31,43.48
KY-137,Lincoln County,Kentucky,44.49,-4.11,39,48.6
KY-139,Livingston County,Kentucky,41.58,-5.82,29,47.4
KY-141,Logan County,Kentucky,48.34,-0.14,57,48.48
KY-143,Lyon County,Kentucky,42.25,-5.89,29,48.14
KY-145,McCracken County,Kentucky,43.27,-4.19,39,47.46
KY-147,McCreary County,Kentucky,48.46,-2.14,47,50.6
KY-149,McLean County,Kentucky,41.88,-3.17,33,45.05
KY-151,Madison County,Kentucky,42.5,-3.45,35,45.95
KY-153,Magoffin County,Kentucky,38.54,-6,22,44.54
KY-155,Marion County,Kentucky,42.17,-6.36,28,48.53
KY-157,Marshall County,Kentucky,40.74,-7.48,21,48.22
KY-159,Martin County,Kentucky,39.69,-5.44,22,45.13
KY-161,Mason County,Kentucky,40.66,-3.42,39,44.08
KY-163,Meade County,Kentucky,42.68,-2.94,38,45.62
KY-165,Menifee County,Kentucky,41.12,-5.31,29,46.43
KY-167,Mercer County,Kentucky,43.32,-3.16,43,46.48
KY-169,Metcalfe County,Kentucky,44.72,-5.54,29,50.26
KY-171,Monroe County,Kentucky,48.72,-3.17,43,51.89
KY-173,Montgomery County,Kentucky,42.27,-4.44,30,46.71
KY-175,Morgan County,Kentucky,38.12,-6.56,17,44.68
KY-177,Muhlenberg County,Kentucky,45.36,-1.38,50,46.74
KY-179,Nelson County,Kentucky,42.25,-4.79,34,47.04
KY-181,Nicholas County,Kentucky,39.95,-4.96,29,44.91
KY-183,Ohio County,Kentucky,45.81,-0.62,58,46.43
KY-185,Oldham County,Kentucky,41.67,-2.88,36,44.55
KY-187,Owen County,Kentucky,41.57,-2.08,39,43.65
KY-189,Owsley County,Kentucky,44.35,-2.94,44,47.29
KY-191,Pendleton County,Kentucky,40.69,-2.55,42,43.24
KY-193,Perry County,Kentucky,42.67,-4.73,32,47.4
KY-195,Pike County,Kentucky,41.3,-3.07,37,44.37
KY-197,Powell County,Kentucky,42.55,-3.99,36,46.54
KY-199,Pulaski County,Kentucky,48.55,-1.34,50,49.89
KY-201,Robertson County,Kentucky,39.81,-4.28,32,44.09
KY-203,Rockcastle County,Kentucky,46.55,-2.78,42,49.33
KY-205,Rowan County,Kentucky,38.19,-6.79,17,44.98
KY-207,Russell County,Kentucky,47.79,-3.09,43,50.88
KY-209,Scott County,Kentucky,41.07,-2.95,40,44.02
KY-211,Shelby County,Kentucky,42.19,-3.34,35,45.53
KY-213,Simpson County,Kentucky,49.18,0.19,62,48.99
KY-215,Spencer County,Kentucky,42.23,-4.38,34,46.61
KY-217,Taylor County,Kentucky,41.32,-8.18,21,49.5
KY-219,Todd County,Kentucky,43.43,-4.94,35,48.37
KY-221,Trigg County,Kentucky,41.53,-7.26,22,48.79
KY-223,Trimble County,Kentucky,39.78,-3.59,32,43.37
KY-225,Union County,Kentucky,35.41,-9.49,14,44.9
KY-227,Warren County,Kentucky,50.15,1.02,67,49.13
KY-229,Washington County,Kentucky,43.46,-3.92,37,47.38
KY-231,Wayne County,Kentucky,48.62,-2.22,48,50.84
KY-233,Webster County,Kentucky,40.47,-4.86,27,45.33
KY-235,Whitley County,Kentucky,49.22,-1.02,52,50.24
KY-237,Wolfe County,Kentucky,40.42,-5.54,29,45.96
KY-239,Woodford County,Kentucky,42.75,-2.37,43,45.12
LA-001,Acadia Parish,Louisiana,62.76,4.43,82,58.33
LA-003,Allen Parish,Louisiana,62.64,3.81,80,58.83
LA-005,Ascension Parish,Louisiana,65.74,5.3,91,60.44
LA-007,Assumption Parish,Louisiana,68.46,7.33,100,61.13
LA-009,Avoyelles Parish,Louisiana,60.05,2.58,76,57.47
LA-011,Beauregard Parish,Louisiana,63.83,6.9,89,56.93
LA-013,Bienville Parish,Louisiana,62.57,9.43,107,53.14
LA-015,Bossier Parish,Louisiana,63.64,14.07,117,49.57
LA-017,Caddo Parish,Louisiana,65.08,16.76,123,48.32
LA-019,Calcasieu Parish,Louisiana,63.29,5.85,85,57.44
LA-021,Caldwell Parish,Louisiana,55.79,1.32,69,54.47
LA-023,Cameron Parish,Louisiana,63.57,6.75,85,56.82
LA-025,Catahoula Parish,Louisiana,58.54,2.89,79,55.65
LA-027,Claiborne Parish,Louisiana,61.79,9.59,104,52.2
LA-029,Concordia Parish,Louisiana,56.49,0.28,68,56.21
LA-031,De Soto Parish,Louisiana,68.04,18.11,124,49.93
LA-033,East Baton Rouge Parish,Louisiana,58.98,-1.32,56,60.3
LA-035,East Carroll Parish,Louisiana,54.18,0.99,70,53.19
LA-037,East Feliciana Parish,Louisiana,56.57,-5.09,40,61.66
LA-039,Evangeline Parish,Louisiana,57.36,-1.52,52,58.88
LA-041,Franklin Parish,Louisiana,53.68,-0.29,66,53.97
LA-043,Grant Parish,Louisiana,64.48,8.82,102,55.66
LA-045,Iberia Parish,Louisiana,61.57,3.05,76,58.52
LA-047,Iberville Parish,Louisiana,59.9,0.67,62,59.23
LA-049,Jackson Parish,Louisiana,62.19,7.89,102,54.3
LA-051,Jefferson Parish,Louisiana,83.31,21.93,124,61.38
LA-053,Jefferson Davis Parish,Louisiana,63.25,4.71,79,58.54
LA-055,Lafayette Parish,Louisiana,62.49,3.81,76,58.68
LA-057,Lafourche Parish,Louisiana,71.78,10.02,103,61.76
LA-059,La Salle Parish,Louisiana,63.24,7.04,98,56.2
LA-061,Lincoln Parish,Louisiana,65.28,12.25,114,53.03
LA-063,Livingston Parish,Louisiana,64.53,2.78,80,61.75
LA-065,Madison Parish,Louisiana,53.56,0.21,70,53.35
LA-067,Morehouse Parish,Louisiana,59.37,6.16,96,53.21
LA-069,Natchitoches Parish,Louisiana,65.91,13,115,52.91
LA-071,Orleans Parish,Louisiana,74.9,14.13,113,60.77
LA-073,Ouachita Parish,Louisiana,59.18,5.86,92,53.32
LA-075,Plaquemines Parish,Louisiana,81.44,20.41,124,61.03
LA-077,Pointe Coupee Parish,Louisiana,58.39,-0.72,62,59.11
LA-079,Rapides Parish,Louisiana,64.19,7.1,94,57.09
LA-081,Red River Parish,Louisiana,62.22,11.13,114,51.09
LA-083,Richland Parish,Louisiana,55.94,2.38,76,53.56
LA-085,Sabine Parish,Louisiana,72.35,20.68,125,51.67
LA-087,St. Bernard Parish,Louisiana,74.08,13.03,111,61.05
LA-089,St. Charles Parish,Louisiana,76.79,15.4,116,61.39
LA-091,St. Helena Parish,Louisiana,57.42,-5.54,39,62.96
LA-093,St. James Parish,Louisiana,68.27,7.36,95,60.91
LA-095,St. John the Baptist Parish,Louisiana,70.51,9.7,104,60.81
LA-097,St. Landry Parish,Louisiana,59.2,0.35,67,58.85
LA-099,St. Martin Parish,Louisiana,62.17,2.96,76,59.21
LA-101,St. Mary Parish,Louisiana,64.53,4.59,92,59.94
LA-103,St. Tammany Parish,Louisiana,64.65,3.23,79,61.42
LA-105,Tangipahoa Parish,Louisiana,61.38,-1.26,64,62.64
LA-107,Tensas Parish,Louisiana,54.88,0.47,71,54.41
LA-109,Terrebonne Parish,Louisiana,61.4,-0.34,71,61.74
LA-111,Union Parish,Louisiana,62.89,10.22,105,52.67
LA-113,Vermilion Parish,Louisiana,61.39,3.49,76,57.9
LA-115,Vernon Parish,Louisiana,67.27,11.66,106,55.61
LA-117,Washington Parish,Louisiana,57.54,-4.6,40,62.14
LA-119,Webster Parish,Louisiana,61.63,10.78,108,50.85
LA-121,West Baton Rouge Parish,Louisiana,58.15,-1.01,59,59.16
LA-123,West Carroll Parish,Louisiana,55.37,2.15,79,53.22
LA-125,West Feliciana Parish,Louisiana,55.06,-4.73,38,59.79
LA-127,Winn Parish,Louisiana,61.95,6.66,97,55.29
ME-001,Androscoggin County,Maine,56.31,11.67,123,44.64
ME-003,Aroostook County,Maine,41.52,3.51,91,38.01
ME-005,Cumberland County,Maine,54.74,10.1,121,44.64
ME-007,Franklin County,Maine,59,14.76,125,44.24
ME-009,Hancock County,Maine,59.5,13.76,122,45.74
ME-011,Kennebec County,Maine,54.92,11.99,124,42.93
ME-013,Knox County,Maine,56.74,10.32,120,46.42
ME-015,Lincoln County,Maine,54.04,9.41,117,44.63
ME-017,Oxford County,Maine,56.01,12.2,123,43.81
ME-019,Penobscot County,Maine,51.24,9.48,119,41.76
ME-021,Piscataquis County,Maine,49.65,8.19,112,41.46
ME-023,Sagadahoc County,Maine,53.98,9.47,118,44.51
ME-025,Somerset County,Maine,50.27,9.02,118,41.25
ME-027,Waldo County,Maine,55.95,11.17,121,44.78
ME-029,Washington County,Maine,58.31,14.01,122,44.3
ME-031,York County,Maine,53.57,9.06,110,44.51
MD-001,Allegany County,Maryland,39.72,2.21,83,37.51
MD-003,Anne Arundel County,Maryland,48.24,5.77,97,42.47
MD-005,Baltimore County,Maryland,51.67,8.29,109,43.38
MD-009,Calvert County,Maryland,45.57,2.6,84,42.97
MD-011,Caroline County,Maryland,48.39,4.93,97,43.46
MD-013,Carroll County,Maryland,48.13,5.76,103,42.37
MD-015,Cecil County,Maryland,49.54,5.77,102,43.77
MD-017,Charles County,Maryland,42.22,-0.01,69,42.23
MD-019,Dorchester County,Maryland,45.47,1.93,82,43.54
MD-021,Frederick County,Maryland,47.49,5.65,104,41.84
MD-023,Garrett County,Maryland,45.73,0.3,68,45.43
MD-025,Harford County,Maryland,48.68,4.95,98,43.73
MD-027,Howard County,Maryland,49.79,7.31,107,42.48
MD-029,Kent County,Maryland,46.7,3.83,92,42.87
MD-031,Montgomery County,Maryland,45.69,4.12,93,41.57
MD-033,Prince George&#039;s County,Maryland,45.69,3.39,90,42.31
MD-035,Queen Anne&#039;s County,Maryland,47.43,4.4,94,43.03
MD-037,St. Mary&#039;s County,Maryland,45.46,3.02,89,42.44
MD-039,Somerset County,Maryland,45.75,3.03,93,42.72
MD-041,Talbot County,Maryland,47.88,4.38,96,43.5
MD-043,Washington County,Maryland,45.12,5.98,107,39.14
MD-045,Wicomico County,Maryland,47.29,3.59,95,43.7
MD-047,Worcester County,Maryland,47.46,4.32,96,43.14
MD-510,Baltimore City,Maryland,52.6,9.73,114,42.87
MD-511,Washington, D.C.,District of Columbia,44.43,2.81,80,41.62
MA-001,Barnstable County,Massachusetts,45.97,2.4,74,43.57
MA-003,Berkshire County,Massachusetts,55.47,9.99,115,45.48
MA-005,Bristol County,Massachusetts,60.89,16.28,126,44.61
MA-007,Dukes County,Massachusetts,49.87,6.89,110,42.98
MA-009,Essex County,Massachusetts,49.38,6.61,102,42.77
MA-011,Franklin County,Massachusetts,56.81,11.8,121,45.01
MA-013,Hampden County,Massachusetts,62.15,15.77,129,46.38
MA-015,Hampshire County,Massachusetts,58.65,12.85,122,45.8
MA-017,Middlesex County,Massachusetts,54.19,10.75,122,43.44
MA-019,Nantucket County,Massachusetts,35.12,-6.59,21,41.71
MA-021,Norfolk County,Massachusetts,59.03,14.03,125,45
MA-023,Plymouth County,Massachusetts,57.44,12.35,121,45.09
MA-025,Suffolk County,Massachusetts,54.38,10.07,116,44.31
MA-027,Worcester County,Massachusetts,58.11,13.58,125,44.53
MI-001,Alcona County,Michigan,33.18,4.51,109,28.67
MI-003,Alger County,Michigan,37.29,4.99,109,32.3
MI-005,Allegan County,Michigan,40.7,6.52,114,34.18
MI-007,Alpena County,Michigan,34.39,5.34,113,29.05
MI-009,Antrim County,Michigan,37.25,5.65,103,31.6
MI-011,Arenac County,Michigan,29.93,1.55,80,28.39
MI-013,Baraga County,Michigan,32.52,0.18,63,32.34
MI-015,Barry County,Michigan,41.02,7.87,117,33.15
MI-017,Bay County,Michigan,29.4,0.45,63,28.95
MI-019,Benzie County,Michigan,30.85,-0.63,53,31.48
MI-021,Berrien County,Michigan,42.91,6.45,115,36.46
MI-023,Branch County,Michigan,43.51,9.07,122,34.44
MI-025,Calhoun County,Michigan,44.62,10.93,128,33.69
MI-027,Cass County,Michigan,43.6,7.69,119,35.91
MI-029,Charlevoix County,Michigan,37.06,6.2,109,30.86
MI-031,Cheboygan County,Michigan,33.86,5.02,107,28.84
MI-033,Chippewa County,Michigan,34.16,2.21,85,31.95
MI-035,Clare County,Michigan,30.45,0.83,64,29.62
MI-037,Clinton County,Michigan,34.96,4.21,97,30.75
MI-039,Crawford County,Michigan,35.45,4.9,109,30.55
MI-041,Delta County,Michigan,32.12,1.25,78,30.88
MI-043,Dickinson County,Michigan,28.66,-1.12,51,29.78
MI-045,Eaton County,Michigan,40.88,9.09,123,31.79
MI-047,Emmet County,Michigan,33.76,3.9,97,29.86
MI-049,Genesee County,Michigan,38.39,8.34,122,30.06
MI-051,Gladwin County,Michigan,29.32,0.43,62,28.89
MI-053,Gogebic County,Michigan,32.05,-0.73,53,32.78
MI-055,Grand Traverse County,Michigan,31.61,1.12,78,30.49
MI-057,Gratiot County,Michigan,29.76,-0.32,54,30.08
MI-059,Hillsdale County,Michigan,37.55,3.41,93,34.14
MI-061,Houghton County,Michigan,29.97,-0.54,57,30.51
MI-063,Huron County,Michigan,31.32,1.69,79,29.63
MI-065,Ingham County,Michigan,40.63,9.89,126,30.74
MI-067,Ionia County,Michigan,35.66,3.95,93,31.71
MI-069,Iosco County,Michigan,32.2,3.38,97,28.82
MI-071,Iron County,Michigan,29.14,-1.52,46,30.66
MI-073,Isabella County,Michigan,26.88,-2.89,26,29.77
MI-075,Jackson County,Michigan,41.93,10.44,128,31.49
MI-077,Kalamazoo County,Michigan,45.8,11.25,127,34.55
MI-079,Kalkaska County,Michigan,36.4,5.03,109,31.37
MI-081,Kent County,Michigan,36.29,3.41,89,32.88
MI-083,Keweenaw County,Michigan,30.01,0.71,74,29.3
MI-085,Lake County,Michigan,34.65,2.08,79,32.57
MI-087,Lapeer County,Michigan,39.26,9.41,126,29.85
MI-089,Leelanau County,Michigan,32.32,2.1,84,30.22
MI-091,Lenawee County,Michigan,33.68,1.95,83,31.73
MI-093,Livingston County,Michigan,39.22,8.74,124,30.48
MI-095,Luce County,Michigan,35.31,3.31,99,32
MI-097,Mackinac County,Michigan,33.74,3.07,92,30.67
MI-099,Macomb County,Michigan,40.21,10.01,128,30.2
MI-101,Manistee County,Michigan,32.29,0.7,66,31.59
MI-103,Marquette County,Michigan,32.65,1.13,72,31.52
MI-105,Mason County,Michigan,34.43,3.37,90,31.06
MI-107,Mecosta County,Michigan,32.42,0.99,69,31.43
MI-109,Menominee County,Michigan,29.11,-0.9,55,30.01
MI-111,Midland County,Michigan,27.57,-1.6,44,29.17
MI-113,Missaukee County,Michigan,34.03,4.15,98,29.88
MI-115,Monroe County,Michigan,34.71,3.62,94,31.09
MI-117,Montcalm County,Michigan,32.06,0.49,62,31.57
MI-119,Montmorency County,Michigan,34.41,6.04,118,28.37
MI-121,Muskegon County,Michigan,37.15,5.05,104,32.1
MI-123,Newaygo County,Michigan,35.94,3.44,93,32.5
MI-125,Oakland County,Michigan,39.89,9.25,128,30.64
MI-127,Oceana County,Michigan,38.51,6.74,111,31.77
MI-129,Ogemaw County,Michigan,32.22,3.35,96,28.87
MI-131,Ontonagon County,Michigan,29.43,-2.21,36,31.64
MI-133,Osceola County,Michigan,33.68,2.64,83,31.04
MI-135,Oscoda County,Michigan,32.76,3.96,106,28.8
MI-137,Otsego County,Michigan,37.05,6.86,122,30.19
MI-139,Ottawa County,Michigan,36.76,3.78,95,32.98
MI-141,Presque Isle County,Michigan,34.38,5.45,109,28.93
MI-143,Roscommon County,Michigan,32.92,3.32,93,29.6
MI-145,Saginaw County,Michigan,33.64,4.15,97,29.49
MI-147,St. Clair County,Michigan,38.76,8.18,123,30.58
MI-149,St. Joseph County,Michigan,45.04,10.79,125,34.25
MI-151,Sanilac County,Michigan,33.65,3.64,95,30.01
MI-153,Schoolcraft County,Michigan,36.82,5.42,111,31.4
MI-155,Shiawassee County,Michigan,38.55,8.55,122,30
MI-157,Tuscola County,Michigan,33.96,4.47,101,29.49
MI-159,Van Buren County,Michigan,44.76,9.34,121,35.42
MI-161,Washtenaw County,Michigan,37.69,7.88,120,29.81
MI-163,Wayne County,Michigan,36.15,5.56,110,30.59
MI-165,Wexford County,Michigan,34.11,2.22,84,31.89
MN-001,Aitkin County,Minnesota,33.46,6.47,114,26.99
MN-003,Anoka County,Minnesota,39.97,10.74,127,29.23
MN-005,Becker County,Minnesota,27.94,4.17,103,23.77
MN-007,Beltrami County,Minnesota,26,2.48,90,23.52
MN-009,Benton County,Minnesota,38.63,11.93,127,26.7
MN-011,Big Stone County,Minnesota,32.47,9.85,128,22.62
MN-013,Blue Earth County,Minnesota,43.14,14.2,127,28.94
MN-015,Brown County,Minnesota,36.57,8.68,123,27.89
MN-017,Carlton County,Minnesota,36.04,8.06,123,27.98
MN-019,Carver County,Minnesota,38.63,10.07,126,28.56
MN-021,Cass County,Minnesota,31.05,5.45,115,25.6
MN-023,Chippewa County,Minnesota,37.04,12.32,129,24.72
MN-025,Chisago County,Minnesota,39.52,10.24,129,29.28
MN-027,Clay County,Minnesota,27.06,5.27,108,21.79
MN-029,Clearwater County,Minnesota,26.75,3.17,99,23.58
MN-031,Cook County,Minnesota,33.27,3.97,102,29.3
MN-033,Cottonwood County,Minnesota,40.13,13.25,127,26.88
MN-035,Crow Wing County,Minnesota,36.09,10.32,127,25.77
MN-037,Dakota County,Minnesota,40.64,11.26,128,29.38
MN-039,Dodge County,Minnesota,42.98,12.64,125,30.34
MN-041,Douglas County,Minnesota,35.13,10.3,126,24.83
MN-043,Faribault County,Minnesota,47.19,17.53,128,29.66
MN-045,Fillmore County,Minnesota,38.72,6.58,112,32.14
MN-047,Freeborn County,Minnesota,45.29,14.42,128,30.87
MN-049,Goodhue County,Minnesota,41.61,11.75,124,29.86
MN-051,Grant County,Minnesota,32.71,9.24,126,23.47
MN-053,Hennepin County,Minnesota,40.71,11.7,129,29.01
MN-055,Houston County,Minnesota,38.56,6.22,104,32.34
MN-057,Hubbard County,Minnesota,28.7,3.47,101,25.23
MN-059,Isanti County,Minnesota,37.3,8.49,121,28.81
MN-061,Itasca County,Minnesota,28.41,3,99,25.41
MN-063,Jackson County,Minnesota,41.65,14.19,127,27.46
MN-065,Kanabec County,Minnesota,37.58,9.67,121,27.91
MN-067,Kandiyohi County,Minnesota,37.86,12.49,128,25.37
MN-069,Kittson County,Minnesota,21.39,1.13,75,20.26
MN-071,Koochiching County,Minnesota,29.96,4.34,104,25.62
MN-073,Lac qui Parle County,Minnesota,35.16,11.27,129,23.89
MN-075,Lake County,Minnesota,33.31,4.66,111,28.65
MN-077,Lake of the Woods County,Minnesota,24.19,1.28,80,22.91
MN-079,Le Sueur County,Minnesota,39.71,10.5,123,29.21
MN-081,Lincoln County,Minnesota,33.44,8.85,125,24.59
MN-083,Lyon County,Minnesota,34.49,9.63,124,24.86
MN-085,McLeod County,Minnesota,34.63,6.98,119,27.65
MN-087,Mahnomen County,Minnesota,27.6,4.59,105,23.01
MN-089,Marshall County,Minnesota,23.47,2.83,92,20.64
MN-091,Martin County,Minnesota,43.5,14.87,128,28.63
MN-093,Meeker County,Minnesota,38.22,12.05,128,26.17
MN-095,Mille Lacs County,Minnesota,36.36,8.86,121,27.5
MN-097,Morrison County,Minnesota,35.54,9.65,126,25.89
